Unnamed: 0,ID,Name,Age,Email,Join Date,Salary,Department,is_valid_email
1453,b1ebd965-04e4-4d79-a3e7-0eeffd145e32,Sherry Butler,57.0,blake98@craig.com,2023-04-22,91652.0,,True
1454,b58b3291-3529-4181-a3e9-2debae1df29f,Kevin Watts,22.0,harringtondarlene@hotmail.com,2000-01-01,89241.0,HR,True
1456,b3ddf6cc-2c3c-418f-9d30-12ec868c77ed,Sarah Andrewsformer,74.0,margaretrodriguez@hotmail.com,2020-05-21,132696.0,HR,True
1457,9c1526da-f8fa-4bd7-ad50-c2333eb47972,Curtis Wheelerits,50.0,jerry87@yahoo.com,2022-04-12,118075.0,Sales,True
1459,e6330584-4100-43d6-aef3-acec697decc2,Kevin Hanson,44.0,hughessharon@hurst.info,2023-10-22,133141.0,,True
1460,5004fe42-7a79-43fa-b4f6-971b396cf2cf,Blake Perkins,23.0,sean23@yahoo.com,2022-08-06,76457.0,Support,True
1461,a10aab82-d522-466c-b786-3f65ec40d693,Justin Boyd,36.0,james15@conrad.org,2022-08-25,94568.0,HR,True
1463,9093e1e4-3f97-4c31-8853-308556b4ac1d,Brittany Riveraenough,48.0,ttorres@gmail.com,2000-01-01,129963.0,,True
1465,7a6f6ae5-d575-49cf-8108-19969d18e51b,Jeffery Nicholson,51.0,hoganjennifer@hotmail.com,,113331.0,Support,True
1466,738d36a5-93b5-490b-b5c6-bdd253c2d418,Rebecca Bonilla,76.0,craig00@richardson.net,2021-06-05,107720.0,HR,True
1467,1f5a2468-9500-449b-a0a1-2be7b7f3ac74,Amy Anderson,20.0,cruzandrew@valencia-sanchez.com,2023-05-04,73853.0,Marketing,True
1470,39aff3af-4eb6-4586-9ffb-5354a764accd,Douglas Grant,78.0,brandon80@allen.com,2022-04-11,131558.0,,True
1471,d1f3fc69-ca5a-48a6-b14a-0d1c5463e6ec,Jeffery Wigginsteacher,90.0,acostasusan@soto.com,,89241.0,,True
1472,6a309ae3-ce96-424e-96cc-d815d1c55ee0,Joel Roberts,18.0,chall@yahoo.com,2022-07-16,64766.0,HR,True
1474,3b77abc0-04b9-4d3e-bc57-6a87a035297a,Norma Huerta Phd,54.0,danielanderson@morse.net,2023-11-24,72112.0,Support,True
1475,36a6dd62-633a-42db-ba40-fb9daa8e4938,Brian Johnstonthis,52.0,andrewslauren@hotmail.com,2023-01-21,137178.0,HR,True
1477,e06072b2-ef8f-4e25-a358-aa884393aa59,Richard Thompsonwest,25.0,christopher19@brock.org,2021-08-19,138446.0,Engineering,True
1479,18f8c6a8-79cd-40f6-89bc-3462546fa3c7,Nicholas Williams,89.0,michael13@hotmail.com,2023-04-03,130609.99312420524,Marketing,True
1482,ed608f6d-7d8d-4753-a674-366da8f2662f,Denise Diaz,75.0,james55@hotmail.com,2021-06-10,89241.0,,True
1483,02fae873-2e0a-4e1d-94d3-3de1d6476f31,Mike Woodsfact,31.0,kathleenbell@yahoo.com,2020-07-13,44891.0,HR,True
1486,9dfde51e-c993-4eb6-9ac1-f81abef2dbb4,Kristin Mcdonald,83.0,mejiacynthia@moore.net,,93544.86716144468,Marketing,True
1489,2b4dfb7c-15ed-4fd9-9e6a-3cbe5b8fb6ff,James Graycarry,80.0,lwoodard@hotmail.com,2000-01-01,81384.0,Engineering,True
1490,6e347633-1871-4d72-a9c6-3785f3c9d3e5,Peter Thomas,80.0,williamstony@graves.com,2021-01-06,111905.0,Engineering,True
1492,a6d3fa6d-58a2-46a1-8909-f0108fe6034e,James Underwood,53.0,choireginald@gomez-ramirez.com,2021-06-13,79431.0,Engineering,True
1494,e5d8a1a0-b68d-40f1-b533-00c541051b4f,Noah Smith,73.0,jacqueline77@gmail.com,2021-11-24,46567.0,Support,True
1495,c4518147-619e-4962-b955-79df516e2b04,Victoria Burns,24.0,ian57@yahoo.com,2020-06-12,34854.0,,True
1498,0f18fe67-90ef-4246-a9ac-c04f01a93a58,Andrew Potts,49.0,lisawade@hotmail.com,2021-12-03,147459.0,,True
1500,964fdabf-1188-44e9-b03c-f34aa9262457,Stacy Howell Md,40.0,blakewalker@hotmail.com,2000-01-01,51055.0,,True
1502,bf61b6ad-fbf1-444d-8696-8997e813bfeb,Brandon Rasmussen,37.0,sheilagriffith@hotmail.com,2020-01-08,135197.0,Sales,True
1504,4bc6d9c8-b248-421e-966e-0e2d5cd37397,Anne Bass,22.0,juangreen@yahoo.com,,129051.0,,True
1505,b1e94147-688a-4d5f-84a5-7c2bc3c74882,James Hudsonagreement,90.0,allengregory@hotmail.com,2000-01-01,98069.60289360346,Marketing,True
1507,e3e75aaa-f962-4e25-a027-0daa584596f7,Laura Howard Md,70.0,fcastillo@bell.com,,32311.0,HR,True
1508,ed0c1152-7465-49b4-b255-135dc852e3a6,Michael Parrish,78.0,zcervantes@gmail.com,2024-04-10,109766.0,Engineering,True
1509,14e142c2-818b-41be-8c7f-348ddbb9c33f,Alyssa Torres,18.0,deborahwilkerson@davis-smith.biz,,110585.0,,True
1513,427b2b0d-6493-4ce3-b2ff-f6e05d2ec22b,John Smithherself,73.0,simonelizabeth@hotmail.com,2021-10-29,145480.0,Marketing,True
1515,827beb99-4ecc-4f7f-b062-2c6c82de1de6,Justin Johnson,30.0,dcooper@ward.com,2023-07-18,98952.0,Sales,True
1516,d9243b71-03be-4e53-b90c-54cdb9ff3188,Lindsay Smith,59.0,wmosley@lee-robinson.biz,2023-11-21,41776.0,,True
1517,cc337f5a-bb44-47db-97e8-3ba6cd4fd276,Thomas Mitchell,26.0,ortizbrian@alvarez-williams.info,2020-12-07,55925.0,Support,True
1519,99baaac4-7465-4dd5-a6b1-cd88cc55ff18,Jacob Simon,84.0,rebeccaharris@simpson.com,,89241.0,Engineering,True
1520,abd8053c-7e89-4132-b88b-a0ccb12b007d,Kimberly Tranbehavior,34.0,april81@roman-brennan.com,,45673.0,Support,True
1522,127a14c1-fb14-4793-8e73-354e37b9bb52,Victor Robertsonprepare,32.0,webbsydney@yahoo.com,,115074.0,Sales,True
1525,c40b22eb-76d2-4d76-b9f3-184fc77602f3,Sarah Olson,73.0,krobinson@phelps.com,2021-02-06,48525.0,Engineering,True
1532,4df6bb00-14b0-451b-a642-e9496ffef031,Bridget Mcpherson,62.0,rwood@hotmail.com,2023-01-18,67941.0,HR,True
1533,9fe5ef56-c4ed-4d42-b240-7b3c47ba0c1b,Edward Cabreraconcern,30.0,gregorytrevino@nolan-wilkins.com,2023-02-17,83842.0,,True
1534,8fc3a188-beaa-49a5-8f51-c359f72ee18b,Adam Bestgroup,18.0,jacqueline40@melendez.com,2023-08-30,53983.22959377819,Engineering,True
1539,dad0ab30-09a6-4549-b7c8-71ecbc68642d,John King,56.0,qmerritt@gmail.com,2022-12-29,87013.0,Engineering,True
1540,8709bb33-52f8-452a-aacd-e07a28316e06,Christopher Duncanson,41.0,marnold@hotmail.com,2023-09-13,76534.0,HR,True
1541,267e9063-3885-4677-a9c1-3173eda712e2,Kristi Williamssign,86.0,amanda94@gmail.com,2023-10-08,89241.0,HR,True
1543,aa87b59a-f557-4f0a-ad01-90eda72d6847,Karen Cunningham,76.0,jameswatson@gmail.com,2023-02-10,38249.0,Engineering,True
1545,9aa1c3f2-6f26-49f8-b19e-b5dde08474bc,Jennifer Burton,43.0,wvalencia@tucker.org,2023-01-31,92049.0,Sales,True
1546,f7c2bb6c-25ca-4ca5-af74-b71f7ab39b49,Henry Byrd,83.0,atkinsonmichael@buck.com,2020-10-02,145240.0,Support,True
1547,cc5b0a6b-ef2e-4698-bb4b-1bcd5023e51a,Nicole Jackson,77.0,reidtheresa@martinez-silva.com,2021-10-10,133701.0,HR,True
1549,7f3622ca-5335-43f7-a472-636815e1827c,Kristin Miller,47.0,perezcasey@hotmail.com,2021-12-03,45167.0,Marketing,True
1552,0cf51299-a2bb-4117-a215-0a589099c0a6,Karen Atkinson,75.0,erik86@gray.com,,125127.0,Marketing,True
1553,ad2a7758-f88b-495b-803e-e7dc6b384485,Christopher Nelson,26.0,lopeztiffany@cordova.com,2024-01-23,89241.0,HR,True
1554,3b8cde7f-93aa-4aa2-ad85-5baaed0bec69,Mario Allen,60.0,ngarcia@gmail.com,2021-06-08,35958.0,Support,True
1555,2289e58c-60a0-49fc-b17b-3120a459d1d7,Neil Danielindeed,26.0,johnsonmallory@gmail.com,2022-10-28,62751.0,,True
1556,e2b3defd-8cbe-44c3-8eac-43b608836158,Daniel Hoodtheory,19.0,lewisbobby@yahoo.com,,91680.0,Sales,True
1557,f419cacd-2532-4bad-959f-252902d62279,Dr. Brandi Green,62.0,kirbysandra@webster.net,2020-04-03,69414.0,,True
1558,a09fc4c8-eca3-4eec-bd4c-64540dcd2f7e,Madison Mclaughlin,74.0,lorraineestrada@morgan.org,2024-03-24,56363.0,,True
1559,be62b20d-ac68-42b9-8a91-f36bc8c82637,Jennifer Campos,52.0,bgross@pratt-collins.info,2022-04-30,35604.0,,True
1560,b3400ac4-403f-47c8-b9eb-ed86d4f2d93d,Mary Carter,87.0,david82@barrett.com,2024-03-25,89241.0,Engineering,True
1561,509ba803-b8dc-4b72-933d-fd49fd0a6ff8,Brittany Roberts,85.0,macdonaldbryan@olson-carr.com,2022-10-05,137427.0,,True
1563,e17c83f8-d7f3-4374-bef5-de101c0190df,Joseph Landry,54.16264995136712,christophermcmahon@barton.info,,135555.0,Engineering,True
1564,a8a2fa03-3f88-4c81-bb31-b73e0d840764,Nicole Mccarthy,34.0,judith75@jones-livingston.biz,,44839.0,HR,True
1566,3ef9e59b-26a8-419e-96e1-aafefb6dc0ee,Sean Thompson,56.0,bwilcox@smith.com,2000-01-01,132358.0,Sales,True
1567,115591c1-17d9-4d7e-bc6c-b4b7f9e823bc,David Houston,72.0,markparker@yahoo.com,2024-02-26,89241.0,Engineering,True
1574,116e5e89-b6d1-4c0c-bf9e-a7db34d70188,Taylor Morrison,78.0,thomas06@clark.com,2023-08-06,67498.14325494545,,True
1575,b2213e84-a0ef-4c07-a5e5-6ae1156d7c6e,Peter Marshall,90.0,gchen@hotmail.com,,34430.0,HR,True
1576,6a0183b1-3e9e-4664-b63c-10cc05cbd40e,Joseph Gonzalez,81.0,danielle01@newman.com,2023-11-12,71009.0,Engineering,True
1578,cc93075d-47bc-4205-9170-1d2d74d11c60,Chad Evans,55.0,matthewsilva@gmail.com,2021-05-05,53680.0,HR,True
1579,8cf3cbc6-14fa-43f8-9a37-8833ef4c1be5,Mrs. Angie Cook,51.0,istewart@winters-sellers.com,,119226.0,,True
1580,6e093c37-7ebc-4b41-b16f-a124380b5e6a,Shannon Barr,18.0,joy94@copeland.com,,102132.0,Support,True
1581,14291288-70b8-4a4a-9968-100b1ae1e132,Mark Dennis,38.0,emily89@morgan.com,2021-08-05,33683.0,Engineering,True
1582,ed55a85c-0848-425e-b809-a794d5ce763d,Marcus Aguilar,47.0,ericarandolph@jones-walker.com,2020-10-13,94599.0,Marketing,True
1583,676e5933-5823-407f-997f-ee5a9f5d8d10,Darrell Neal,33.0,robinsonrita@paul.com,2020-03-27,121171.8112178935,Engineering,True
1584,7b8f667c-136a-460b-95b2-eb8eb9314e31,Sandra Sanchez,45.0,shawndavid@gmail.com,2022-05-26,46198.0,HR,True
1585,9643b8fa-7872-498c-aed1-71d14d1516be,Matthew Rodriguezsometimes,27.0,carolynrodriguez@hotmail.com,2000-01-01,145711.0,,True
1586,df2225b4-2350-41e7-81c2-1e66e3369bc3,Mark Cain,57.0,scott30@herman-leonard.net,2022-11-05,77375.0,,True
1587,82d091d4-335b-43af-ba95-0271ce1c82a2,Amy Snyder,76.0,shawn19@freeman.org,2021-09-27,116343.38805011877,Engineering,True
1588,5b857602-a9bc-4134-96f4-3afde0c61612,Amy Hill,56.0,glassjessica@blevins.info,2023-09-20,145428.0,Marketing,True
1595,34e7156e-d570-427f-9b61-1144518c0c0b,Sara Oneal,79.0,emily87@gmail.com,2024-01-18,45606.46344641588,,True
1597,7c691180-9f9a-41cb-a038-0090cf2dc048,Jason Mendoza,66.0,susan58@yahoo.com,2021-09-26,134872.0,Support,True
1598,5c5cd3c8-bb9f-4380-b02a-afb6afc27805,Miranda Martinif,60.0,higginschristine@gmail.com,2022-02-21,101515.86455783113,Marketing,True
1599,9c156ba1-8219-49e7-a808-17f43d8a200c,Patricia Leeteam,37.0,oshepherd@hotmail.com,2020-03-13,65142.0,Engineering,True
1601,dff99c19-185e-43fb-9cdc-a917f37072d2,Aaron Copeland,33.0,igraves@hotmail.com,,89241.0,Marketing,True
1602,37cdc052-0239-40de-90e9-6f56e4d2b19f,Amanda Hamilton,35.0,mcmillanjoseph@yahoo.com,2021-09-23,42879.0,,True
1603,1b5ef136-0ba9-4eed-b181-cc136982eb61,Marcia Harristechnology,70.0,laura10@hotmail.com,2023-03-20,104269.0,Engineering,True
1605,50333ba9-bb49-488f-8367-cdb2f2ee70c2,Stephanie Williamspopulation,70.0,nbates@livingston.com,,100020.38882777722,HR,True
1606,f8b810c8-a085-422f-a9b2-dd615a1cf5bb,Robin Coleman,65.0,paul44@hotmail.com,2023-11-29,140144.0,HR,True
1607,daa97286-f848-4e16-9889-2d9fc353e088,Sheila Hawkins,56.0,lparks@clayton-vaughn.com,2021-05-02,71030.0,Support,True
1609,359f2ee9-fbe5-4012-a0f3-07a530b47532,Carolyn Hammond,48.0,rwilliams@gmail.com,2020-01-22,134746.0,Support,True
1610,1e18f51e-3096-4647-8cc2-7fa50bd60bee,Molly Brown,61.0,pricemichael@leon.biz,2020-07-06,89241.0,Marketing,True
1614,9df92034-b36f-4c3f-9272-b213a3010893,Kirsten Doyle,45.0,nunezdebra@avery.com,2020-05-22,126822.71792617848,Support,True
1615,74ee873d-e79b-4e44-9cd1-13f28c0622e7,Dr. Denise Hatfield Dvm,69.0,pdavis@white.com,2023-11-22,105528.0,Engineering,True
1616,1b88dce2-8202-48f4-be67-7188cc01a65c,Tanya Poole,60.0,jennifer30@hotmail.com,,89241.0,Sales,True
1617,e7e1735a-a3ca-4a4f-8a07-15d4210e0eb4,Robin Stone,27.0,ebautista@humphrey-wilson.com,2021-03-07,73735.0,HR,True
1619,73aebf3b-0c2f-4a2f-9fc9-ce08a1e9503a,Tyler Mcbrideprofessional,81.0,thomasmcgee@hotmail.com,2021-11-10,68266.0,Sales,True
1621,ce7e730a-6fdf-492a-a5d3-5d978082e038,Charles Ortizinvolve,89.0,cmoore@reynolds.biz,2020-10-13,69675.0,Support,True
1622,81047eb0-5b20-43ae-9a5a-1afd760f3bfe,Karen Newman,84.0,cynthia08@yahoo.com,2022-04-24,40423.0,Marketing,True
1624,8c780b15-5a02-4ff0-98c9-26bb5d757ac6,Allison Mcguire,79.0,valenzuelachristopher@holmes.com,,31062.0,HR,True
1625,a18ac318-cab9-41a4-87de-6f1ff8877d5d,Pamela Krause,57.0,luiserickson@bates.org,,55950.0,Support,True
1626,c8539df3-ff62-4aa2-add6-b125bb6a285f,Timothy Willis,78.0,allisonwright@yahoo.com,2023-09-13,67060.0,Sales,True
1627,151e2d0d-6c61-457b-b59a-30d11f5fba85,James Mitchellproperty,54.0,mckenziefrye@ramsey.com,2021-07-05,103804.0,Engineering,True
1628,9f6f5a34-abc6-47fe-a704-b51ff88bb69b,Lisa Castanedaagainst,44.0,karenadams@gonzalez.com,2022-07-21,35774.193079607525,Engineering,True
1631,966ef476-04e5-434e-94cb-fcc02797921f,Mathew Matthewsdemocrat,74.0,fgarcia@gmail.com,2024-05-28,57579.0,Sales,True
1632,441ac12d-e01b-49e3-b8cd-b7e8f1f90878,Julie Gonzalez,73.0,hjohnson@decker.biz,2000-01-01,79086.0,,True
1633,d89f06fd-f6cc-4c1e-9a07-5168266abd3f,Rodney Christian,56.0,msimpson@chan.net,2022-10-07,89241.0,,True
1634,9c7bc824-29a8-4324-a2a5-04f242107f07,Amber Lynn,78.0,nicholaschavez@yahoo.com,2020-04-02,103250.0,,True
1635,c0bcfccd-54a2-449a-b351-a13ceb28dcb4,Kelly Kelly,84.0,tammy86@hernandez.info,2020-07-28,130297.0,HR,True
1636,f1b90f7e-a3b6-4ace-b4fd-7a85ae377008,Kimberly Richards,35.0,adam25@king.net,,124006.0,Marketing,True
1639,d6a074a5-7eb3-4983-b690-2ae7fbc72e4d,Morgan Kennedy,21.0,gloriabrown@olsen-meyers.com,2021-04-03,40238.0,,True
1642,8ba241ce-d59d-417d-8365-75a0af6c4b22,Raven Boyer,27.0,joneschristine@hotmail.com,2021-06-12,43491.0,HR,True
1643,1f9747ca-936b-4600-b8b1-16aa58f5b499,Lori Horesource,63.0,johnbrown@marshall-randall.com,2021-03-13,108467.0,,True
1645,dfa73bad-8eed-4706-9f87-ac22ae425042,Jacob Williams Dds,51.0,kkim@gmail.com,2000-01-01,53344.0,HR,True
1646,39f7c8e9-d464-4dbf-9f34-a8467846aa7a,Joy Bates,62.0,nancy17@rocha.org,2021-06-10,34029.14021967263,Support,True
1647,f50088ca-4686-4a39-9aa6-1d66e4f697fd,Mr. Juan Dixonanyone,45.0,geraldbrennan@hotmail.com,2000-01-01,89241.0,Marketing,True
1649,95235921-a193-4b8b-8af0-a9b926bac3c8,Laura Gonzales,65.0,aaron88@gmail.com,2020-02-15,77274.0,Support,True
1650,f4f4c5e1-4f9b-4f18-9f81-9063f8efad7b,Michelle Patton,52.0,bowmanteresa@gmail.com,2024-04-18,54186.0,HR,True
1655,5041ecb8-29c3-412c-b8e3-1aa18d923ac8,Kelly Brown,66.0,sherrymorris@vazquez.com,2024-03-19,44873.0,Marketing,True
1659,e784a738-1a67-42cb-bdd7-d0941a4eeaba,Jason Love,21.0,watsonronald@brown.com,2000-01-01,89241.0,Sales,True
1661,7bfe7636-f8ae-48f6-adfe-32f9de9fa256,Samantha Smith,58.0,emily99@yahoo.com,2024-05-18,89241.0,Engineering,True
1662,b96f3494-fc9c-471c-a28b-40d6a5221aaa,Anthony Ramos,78.0,csmith@lucas.com,2000-01-01,97161.30556048446,,True
1665,bf3750e3-52dd-4778-af1d-1d28bf150340,Sharon Griffin,87.0,hadams@hotmail.com,2023-01-30,29084.649628664905,HR,True
1667,12d84f0b-6911-4665-be29-84557d2f66a3,Travis Anderson,82.0,brenthoover@edwards.info,2023-10-29,49544.0,Sales,True
1668,6c6bb34d-4427-4c90-af74-17f68ff6c085,Johnny Phillips,56.0,vanessa96@gmail.com,,69351.0,HR,True
1669,65b9a5d2-9d77-4383-9c26-3590608bb110,John Montgomery,20.0,xrichardson@scott.com,2020-10-18,125206.79123809504,Engineering,True
1670,ee67a46b-5d60-4cdb-a0d8-0761f0551d32,Paul Sutton,74.0,hfuller@gmail.com,2020-11-07,89241.0,,True
1671,3816ddd8-c1b0-462c-a9a5-a8a2ec5945ea,Lauren Nguyen,29.0,lrivera@yahoo.com,2021-06-05,125984.0,Engineering,True
1672,83072c4f-03ed-4528-a7cb-cc0e273c39ce,Patrick Henry,51.0,seanfowler@gmail.com,2024-03-28,70047.0,Support,True
1673,c5d7c584-18d1-4ad6-b2d2-f0c5859c4d58,Karina Parker,68.0,christopher39@oliver.biz,2021-10-17,124326.52378300692,Support,True
1674,98ab0c91-6570-4f06-a790-c60d43ab05f4,Charles Gonzalez,49.0,umarks@gmail.com,2021-08-06,130513.0,Engineering,True
1676,589f017e-bea7-4e55-a675-23f15f5f10da,Debra Garrett,69.0,nmorgan@hotmail.com,2022-12-11,77338.68363865919,HR,True
1677,fcdcdc38-4cad-4fda-8fe8-946ea009d388,Robert Gregory,68.0,morganknight@davila.com,,72463.0,Marketing,True
1678,0d2ba7f6-189e-4b5d-9a95-301aea1ed18d,Margaret Mann,51.0,benjamin58@gmail.com,2022-07-27,95540.0,Engineering,True
1679,19e8d83a-db95-44a3-9b38-1856a09801fe,Whitney Williams,54.16264995136712,melissa61@wolfe.com,2024-04-28,104436.0,HR,True
1680,3898e6e3-98ab-4613-81bb-03d03fa35693,James Jenkins,76.0,fernando72@escobar.com,2024-03-26,64092.0,HR,True
1682,b2e89b94-bb56-4a61-b795-ecbda5d0bd3b,Frank Joneseither,20.0,jamessmith@gmail.com,2022-02-04,62981.0,Marketing,True
1683,4c56d9e9-0cf8-4efd-a532-5cd545a1a431,Dwayne Maldonadoreach,39.0,sandrews@wallace.biz,,38636.18865809705,Marketing,True
1684,0d5d8ed0-3daa-47d0-b19b-740f98039617,Ariana Osborne,25.0,andrew07@scott.net,,40020.663043122266,HR,True
1685,22630a82-2605-43d7-8ae4-ab0083b4b6e6,Ryan Nash,41.0,simmonsfelicia@clark.net,2020-02-27,133950.0,Engineering,True
1687,5d345d99-9fb9-42e7-852e-223facdf7543,Gabriel Beard,54.16264995136712,murraynatasha@hotmail.com,,139954.0,Marketing,True
1691,4aafcc44-643d-41d2-851a-db319e066d82,Lindsey Ballard,90.0,david73@hansen.biz,2021-01-27,120990.0,Sales,True
1692,977a93af-6e9f-4f4a-8451-4d6554eca7fa,Shelley Kelley,26.0,wendy09@kane-bauer.com,2000-01-01,56271.2063553056,HR,True
1694,bf171a37-4270-47eb-be03-d04fb774bc36,Derrick Washington,39.0,riverscrystal@gmail.com,2020-12-19,35365.0,HR,True
1695,328fae9a-2434-40d1-97df-7ebf136cf461,Christopher Rosales,59.0,natalie39@davis.com,2020-11-30,54030.0,Marketing,True
1696,ba4a66a7-b2bd-49d3-a5ea-b29fb8e4fc5e,Arthur Schwartz Dds,90.0,ebryan@martin.com,2022-06-27,138890.0,,True
1697,0edcbde8-c61e-40b6-b896-cf6155a68fa0,Kim Palmer,32.0,brandon98@mitchell.biz,2000-01-01,146271.0,Marketing,True
1702,eca3334a-a7d3-43fe-8052-fecb96f03dd7,James Taylor Md,63.0,aaronbrown@robles-potts.com,2000-01-01,103613.0,Support,True
1704,424c83d3-4888-4007-97f8-759b7f4b922c,Maureen Patel,52.0,chelseashepherd@hotmail.com,2020-03-19,48187.0,,True
1705,24181647-9bdd-4127-96f6-91be28074776,Gregory Mcclure,40.0,foxzoe@hotmail.com,2023-04-17,107738.0,Sales,True
1706,c72bae12-515b-4da3-985e-2f6508696b23,Jose Rhodes,56.0,sandersdanielle@king.com,2023-12-19,44079.0,Sales,True
1708,3ed19b82-5dc0-4e7e-a781-0938fc05f45f,Kelly Thorntondog,35.0,regina16@hotmail.com,,44169.0,HR,True
1710,3f7c4a3a-997c-490b-b542-4e91bf8b96c7,Robert Macdonald,46.0,kelly57@gonzalez-mathews.com,2023-10-27,122974.0,,True
1713,d9a80082-ec48-4368-b4b0-fe2e87a3c1ab,Evan Carlson,51.0,carnold@perkins.com,2020-01-14,158635.45063992112,Engineering,True
1714,999b3ed4-13bb-4b29-a816-1ad4fc1da9a0,Natalie Alvarez,50.0,melissa49@bruce-shah.net,2023-03-12,34135.0,Engineering,True
1715,83024fe0-a62b-4684-a08f-e366b089a1f1,Albert Powell,25.0,qsanchez@herring.org,2020-08-09,89241.0,Marketing,True
1716,4920b6bd-9abe-4b35-8591-971512a747b6,Mark Cole,72.0,nelsonbryan@yahoo.com,2020-02-01,103228.0,HR,True
1717,bea4ad42-97b9-442b-90c3-14a67fcc7db8,Mrs. Tina Mendoza,37.0,hilljessica@stewart.org,2022-02-28,67936.00447089793,,True
1718,d66f9856-92c5-4a7e-921c-0a3652024c0f,Colin Meyer,55.0,rickeypittman@gmail.com,2022-11-30,32261.0,Engineering,True
1719,3b05d5d6-6392-4638-94d5-664a5d7f13f4,William Fowler,49.0,crystal25@hotmail.com,2000-01-01,89241.0,Support,True
1720,ac306b65-6a90-4b3d-8984-2d562767fed0,Sharon Melton,19.0,april87@yahoo.com,2000-01-01,89241.0,HR,True
1721,f01b1790-b50e-439b-8d7a-d7b6b3193b46,Kevin Gentry,59.0,jennifer57@alvarez.com,2022-01-07,112357.0,HR,True
1724,320e6a2e-6a44-4748-9825-256beaa725a5,Elizabeth Huber,67.0,nealanthony@potter-hebert.com,2020-03-07,144307.0,Engineering,True
1725,adf4a7c8-7062-4503-86eb-c745f569c359,Colin Coleman,83.0,monicalee@baker.com,,89241.0,Sales,True
1726,9c5a1a10-caf8-467b-a91f-fc4700715f1b,Jason Miller,54.16264995136712,ugomez@mckenzie-taylor.com,2022-11-12,108446.0,Engineering,True
1727,e45ebe60-71cb-4718-b0eb-cd0cc0a577a6,Brianna Ward,33.0,susangarcia@parks.info,,72221.0,HR,True
1728,5752882d-eaac-44e1-81dc-1182383c1ec2,Rebecca Lee,39.0,hurstjeremiah@beasley.com,2020-03-19,65394.45900785399,,True
1729,1a50e1b5-5547-4663-87ac-f4477ac4008f,Timothy Careyworker,52.0,woodsamanda@moran.com,2023-08-05,139625.0,Engineering,True
1731,8c70133c-c2ba-4213-892d-6e46cf4e19f6,Brittney Reilly,19.0,ujensen@myers-ward.net,2021-02-26,89241.0,HR,True
1732,9dda6035-a495-4a66-a8ea-aaf9213682a1,Kirk Johnson,35.0,renee23@stewart.com,2000-01-01,102518.0,HR,True
1733,9ef3dcd5-8ab3-4e54-a535-28462332daf9,William Carson,39.0,qaguirre@wiggins-sloan.biz,2022-01-12,113375.13952414796,HR,True
1734,7c623cc0-6796-49df-b384-242c82d90293,Christine Quinn,75.0,pbyrd@rangel-decker.com,2023-07-06,104433.0,HR,True
1739,72a3f1c6-9dff-4825-b13d-0349871ec094,Laura Gonzales,57.0,prestonlouis@yahoo.com,2020-10-28,72107.56657759348,HR,True
1740,42ed7e91-00f1-4606-a36e-f579ac291162,Diana Watson,25.0,jacksonnatalie@hotmail.com,,85764.70984288343,Support,True
1743,3cf1bbd0-ff51-4e4d-8010-2c8f6630bfc3,Ronald Oconnorprotect,39.0,jenniferchen@brown-quinn.biz,2020-09-25,118417.0,HR,True
1745,b31a7d7d-a130-4f05-93b7-a5e9c62f1a02,Sharon Noble,85.0,wbolton@henry-bradford.com,2022-03-27,108506.08098137385,HR,True
1747,6a2b06a5-398f-450b-8c6d-59508fd5588e,Jessica Paynetravel,62.0,gbriggs@gmail.com,2000-01-01,55680.0,HR,True
1748,5502ad9b-d573-466c-b9fe-15e428bbc669,Hannah Ford Mdbillion,82.0,imoore@hotmail.com,2023-02-17,112159.0,Support,True
1750,2e275b1f-555d-4632-9161-a032727b2f69,Rachel Bruce,51.0,owalker@nelson-smith.net,2022-07-27,37511.0,Sales,True
1751,d703b3ae-4324-4999-9c98-f300b88e0722,Natalie Lewis,43.0,nclark@yahoo.com,2020-01-22,109380.0,Engineering,True
1753,066d3aa1-fe97-4114-8e5e-e9f48389b2c8,Bryce Walkerfocus,54.16264995136712,stacy23@hotmail.com,2022-12-08,80742.96533951501,HR,True
1755,49c38010-6c6d-403f-bb99-87d69404913e,Adam Millertake,33.0,jennafisher@ruiz.com,,88314.0,HR,True
1756,8212668a-e02b-419d-b5d0-06d124eae1ae,Terrance Pattonyourself,35.0,imartin@hotmail.com,2022-08-29,105736.0,Marketing,True
1757,f357f5d1-962e-42b0-9b8c-c0d3a02ecb52,Sherry Curry,59.0,ericlloyd@mcdaniel.com,,51227.0,,True
1758,e60eec61-c26e-4e6b-b490-ec0c4ef47ee5,Julia Arnold,70.0,usimmons@yahoo.com,2021-05-12,41696.0,Marketing,True
1760,73255e02-6e51-4685-81b0-23171b88ea78,Kathryn Holder,85.0,cassandrafarley@johnson.com,2021-07-17,89241.0,HR,True
1763,dc62940a-3b66-4a17-8de9-2ec4d4a2318d,Michele Perry,57.0,shirley40@gmail.com,2022-03-03,147140.0,Marketing,True
1764,1d109555-4748-4840-b727-001530164aa9,Dr. Sara Garcia,28.0,brian00@porter-jacobs.com,2021-11-15,89241.0,,True
1765,c8e0581f-a478-4826-ab78-7c65155ec603,Lorraine Solis,45.0,byrdantonio@gmail.com,2023-06-02,75008.0,Sales,True
1766,a0a62a40-65af-4830-bcfe-69316b200852,Matthew Silva,21.0,jacksonlauren@lewis-ibarra.net,2021-08-28,86823.0,,True
